p1;p2;s2;s3;s4;s7;s8;s9;s11;s12;s13;s14;s17;s20;s21;time_before_failure
0.0037;0.0002;643.76;1603.61;1431.60;550.78;2388.27;9057.35;48.02;519.22;2388.27;8129.57;397;38.37;23.0965;1
-0.0007;0.0002;643.32;1604.16;1431.69;551.26;2388.26;9059.37;48.19;519.71;2388.36;8127.93;397;38.32;22.9071;0
0.0008;-0.0004;642.17;1587.90;1403.12;554.00;2388.07;9066.64;47.10;522.08;2388.00;8146.09;391;39.08;23.3594;146
0.0017;0.0001;642.00;1583.50;1394.49;554.09;2387.96;9059.99;47.17;522.26;2388.03;8144.87;392;38.93;23.5059;145
0.0000;-0.0002;642.43;1587.55;1399.37;554.49;2388.05;9068.46;47.37;522.32;2388.01;8141.34;390;38.82;23.3265;144
0.0011;0.0002;642.79;1587.68;1403.17;553.99;2388.05;9063.20;47.26;522.60;2387.97;8146.51;393;39.00;23.4368;143
0.0001;0.0003;642.49;1579.15;1398.93;553.73;2388.02;9059.16;47.35;521.71;2387.99;8146.21;393;38.82;23.3640;142
0.0004;0.0002;642.65;1583.39;1403.43;554.83;2388.06;9060.00;47.15;522.07;2388.05;8138.36;391;38.92;23.3192;141
-0.0033;0.0001;642.71;1582.08;1401.82;553.90;2388.09;9051.18;47.06;522.48;2388.00;8144.22;392;38.89;23.4144;140
0.0023;-0.0004;642.37;1591.51;1403.71;553.78;2387.97;9070.06;47.25;521.91;2387.99;8143.16;391;38.95;23.3935;139
-0.0042;0.0002;642.05;1584.67;1400.66;554.07;2388.04;9062.91;47.32;522.16;2388.02;8140.55;392;38.94;23.5244;138
0.0023;-0.0004;642.36;1593.63;1404.16;553.85;2388.04;9068.35;47.47;521.96;2388.03;8146.51;392;38.99;23.2652;137
-0.0029;-0.0003;642.58;1586.85;1398.80;554.66;2388.03;9064.46;47.33;522.34;2388.05;8142.67;392;38.98;23.3489;136
-0.0035;-0.0003;642.61;1589.01;1395.95;554.08;2388.04;9070.02;47.23;522.46;2388.01;8148.23;392;38.85;23.4507;135
0.0030;-0.0001;642.54;1583.57;1406.37;554.01;2387.99;9060.80;47.27;521.95;2388.04;8142.55;394;38.80;23.4197;134
0.0007;-0.0004;642.44;1591.83;1396.63;554.16;2388.06;9065.31;47.26;522.18;2388.03;8143.19;391;38.98;23.3812;133
-0.0002;-0.0004;641.95;1585.53;1400.18;553.82;2388.03;9069.69;47.34;522.35;2388.06;8146.39;392;38.85;23.4346;132
-0.0000;-0.0005;642.19;1591.68;1400.99;554.38;2388.04;9063.71;47.52;521.62;2388.03;8138.79;391;39.01;23.3267;131
0.0025;-0.0005;642.07;1588.87;1403.73;554.54;2388.02;9071.82;47.41;521.76;2388.04;8137.40;392;38.81;23.3594;130
-0.0000;0.0003;642.42;1591.25;1397.63;554.09;2388.01;9068.10;47.19;522.07;2388.01;8144.20;393;38.86;23.4568;129
0.0007;-0.0003;642.69;1585.85;1395.70;554.14;2388.02;9064.97;47.26;521.89;2388.01;8147.39;392;39.09;23.3865;128
-0.0010;0.0002;642.37;1587.49;1398.86;554.34;2388.08;9065.66;47.13;521.69;2388.08;8144.84;392;39.13;23.3214;127
0.0006;-0.0002;642.28;1591.12;1398.91;554.48;2388.01;9066.81;47.26;522.13;2388.02;8140.61;391;39.00;23.3588;126
-0.0023;0.0000;642.15;1582.61;1397.73;554.30;2388.04;9060.34;47.07;521.87;2388.02;8145.95;392;38.90;23.2522;125
0.0009;-0.0005;642.40;1589.02;1397.58;554.03;2388.06;9063.61;47.25;521.77;2388.07;8141.79;392;38.86;23.3984;124
-0.0002;0.0002;642.30;1588.03;1408.87;555.07;2388.00;9064.80;47.25;522.15;2388.07;8148.24;392;39.00;23.4527;123
-0.0045;0.0000;642.06;1585.43;1401.12;554.12;2388.05;9060.62;47.28;522.41;2388.01;8145.21;392;38.84;23.3955;122
0.0007;-0.0003;642.30;1588.92;1400.68;554.67;2388.10;9064.13;47.56;521.77;2388.04;8149.87;392;39.02;23.3911;121
-0.0002;-0.0001;642.03;1590.31;1401.05;554.24;2388.08;9066.94;47.32;521.63;2387.99;8146.69;393;38.94;23.3673;120
0.0013;-0.0005;642.01;1587.34;1400.39;553.03;2388.06;9063.63;47.28;521.63;2388.00;8145.09;393;38.91;23.3878;119
0.0001;0.0002;642.74;1587.78;1397.77;554.34;2388.01;9066.63;47.18;522.52;2388.07;8141.60;392;39.16;23.3126;118
-0.0022;0.0004;642.60;1585.12;1403.37;553.54;2388.00;9052.18;47.37;522.17;2388.02;8138.63;393;38.90;23.3928;117
0.0009;-0.0001;642.52;1590.29;1403.23;554.57;2388.01;9063.78;47.31;521.91;2388.01;8144.82;393;38.85;23.4260;116
0.0005;-0.0000;642.03;1589.62;1407.47;553.35;2388.04;9063.74;47.29;522.17;2388.04;8142.12;391;39.14;23.3081;115
0.0005;-0.0002;642.56;1581.33;1406.88;553.72;2388.06;9063.20;47.28;522.08;2387.99;8144.38;392;39.01;23.2799;114
0.0019;0.0003;641.62;1587.05;1405.23;554.27;2388.03;9056.15;47.25;522.05;2388.00;8150.91;392;38.87;23.3871;113
-0.0020;-0.0004;642.22;1586.20;1401.04;554.52;2387.99;9061.93;47.37;522.26;2388.07;8149.02;393;38.93;23.2939;112
-0.0027;0.0003;642.49;1590.94;1407.83;554.28;2388.01;9060.37;47.24;521.70;2388.04;8145.12;392;39.00;23.2791;111
0.0010;-0.0004;641.96;1589.53;1391.90;554.41;2388.05;9054.24;47.24;522.00;2388.03;8148.96;392;39.10;23.3709;110
-0.0015;-0.0002;642.64;1590.99;1403.92;554.41;2388.04;9062.29;47.36;522.18;2388.08;8144.05;394;38.97;23.4177;109
-0.0015;0.0004;642.36;1588.79;1407.39;554.43;2388.00;9067.18;47.32;522.14;2388.04;8142.88;392;38.92;23.3965;108
0.0049;0.0002;642.34;1581.68;1396.83;554.05;2388.06;9059.43;47.26;521.76;2388.02;8145.00;394;38.94;23.5132;107
-0.0032;-0.0000;642.60;1587.39;1407.93;554.18;2388.06;9064.10;47.37;522.25;2388.02;8143.50;390;38.88;23.3587;106
-0.0004;0.0002;643.26;1586.45;1408.61;554.07;2388.06;9064.75;47.28;522.39;2388.05;8138.11;392;39.10;23.4542;105
0.0024;-0.0002;641.84;1589.08;1405.49;554.26;2388.05;9062.20;47.13;521.86;2388.03;8141.11;394;39.07;23.3482;104
-0.0005;-0.0004;642.05;1587.93;1402.84;554.55;2388.05;9069.50;47.11;522.09;2387.99;8148.92;390;39.00;23.3801;103
0.0001;0.0000;642.61;1587.72;1397.75;554.03;2388.05;9067.01;47.13;522.12;2388.03;8141.39;393;38.91;23.3466;102
0.0012;0.0003;642.04;1585.95;1403.61;554.54;2388.06;9061.18;47.57;522.14;2388.03;8144.00;392;38.79;23.3287;101
0.0020;-0.0005;642.37;1587.39;1404.69;553.58;2388.03;9056.42;47.29;522.24;2388.06;8143.99;394;38.98;23.4506;100
0.0002;0.0001;642.41;1583.04;1407.63;553.47;2388.00;9065.83;47.40;521.99;2388.03;8142.25;395;39.06;23.3988;99
0.0006;0.0003;642.05;1591.53;1405.48;554.14;2388.07;9057.89;47.23;521.37;2388.03;8148.84;393;38.87;23.3605;98
0.0003;-0.0004;642.19;1588.34;1400.57;553.66;2388.01;9064.85;47.25;521.52;2388.02;8141.43;394;39.01;23.3177;97
0.0012;-0.0002;642.24;1587.10;1404.95;553.75;2388.10;9061.01;47.47;522.56;2387.97;8145.11;393;39.01;23.3056;96
-0.0022;0.0003;642.62;1588.96;1401.60;553.86;2388.07;9066.67;47.28;522.09;2388.00;8136.07;391;39.04;23.1962;95
-0.0004;-0.0001;642.41;1588.59;1402.16;554.01;2388.08;9064.10;47.41;521.84;2388.02;8143.15;391;38.98;23.4453;94
-0.0015;-0.0003;642.44;1582.24;1400.91;554.02;2388.05;9066.28;47.49;521.70;2388.05;8141.15;392;38.90;23.4548;93
-0.0061;-0.0003;642.11;1588.14;1400.03;553.89;2388.03;9068.77;47.32;521.66;2388.06;8143.96;393;38.66;23.5099;92
0.0049;-0.0000;642.60;1585.77;1405.08;555.09;2388.08;9061.05;47.29;521.75;2388.06;8142.83;394;39.04;23.3128;91
-0.0025;0.0002;642.83;1589.13;1405.98;554.13;2387.97;9061.08;47.43;521.48;2388.05;8144.91;392;38.92;23.2483;90
-0.0021;-0.0004;642.30;1584.08;1402.37;553.96;2388.04;9061.72;47.29;521.49;2388.06;8144.77;392;38.75;23.3011;89
-0.0007;0.0001;642.49;1587.03;1402.82;554.33;2388.05;9067.53;47.44;522.35;2388.01;8139.90;392;38.85;23.3302;88
-0.0002;-0.0005;642.42;1584.66;1400.81;553.86;2388.02;9057.66;47.45;521.94;2388.05;8143.00;393;38.86;23.3398;87
0.0028;0.0004;642.76;1588.77;1400.30;553.82;2388.05;9067.82;47.56;521.69;2388.08;8142.72;393;39.06;23.3946;86
-0.0015;-0.0003;642.30;1587.58;1404.53;553.62;2388.06;9063.23;47.21;521.82;2388.08;8143.81;393;38.94;23.3958;85
-0.0007;-0.0005;642.70;1589.25;1408.40;554.72;2388.06;9057.11;47.38;521.89;2387.99;8141.17;394;38.85;23.3199;84
-0.0050;-0.0003;642.98;1583.03;1399.33;553.98;2388.07;9057.35;47.45;521.52;2388.08;8141.11;393;38.83;23.4016;83
-0.0000;0.0004;642.60;1587.32;1405.48;553.88;2388.09;9062.61;47.28;521.69;2388.11;8137.22;393;38.81;23.2913;82
0.0008;-0.0003;642.44;1588.16;1401.97;554.22;2388.01;9060.68;47.27;521.29;2388.05;8144.87;391;38.94;23.2961;81
-0.0011;0.0001;643.06;1590.24;1399.31;553.73;2388.02;9063.73;47.24;521.68;2388.05;8141.02;395;38.86;23.3732;80
0.0003;-0.0001;642.05;1584.76;1401.10;553.97;2388.09;9061.01;47.35;522.00;2388.04;8141.58;393;38.82;23.4338;79
-0.0001;0.0003;642.63;1587.10;1403.09;554.00;2388.03;9064.86;47.51;521.63;2388.06;8148.00;391;38.90;23.3073;78
-0.0060;-0.0002;642.33;1581.31;1408.91;553.40;2388.11;9060.35;47.50;521.94;2388.03;8143.88;394;39.00;23.2243;77
-0.0024;-0.0001;642.82;1587.68;1404.28;554.18;2388.05;9067.71;47.53;521.72;2388.05;8147.25;393;38.89;23.2640;76
-0.0008;0.0000;642.45;1585.23;1392.90;553.58;2388.02;9055.98;47.50;522.06;2388.09;8141.67;392;38.88;23.3387;75
-0.0013;-0.0005;642.76;1585.22;1409.77;554.61;2388.04;9058.60;47.46;521.90;2388.06;8141.55;394;38.89;23.4315;74
0.0016;0.0002;642.53;1584.05;1412.74;553.49;2388.12;9062.94;47.44;521.22;2388.07;8140.01;392;38.76;23.2980;73
0.0051;0.0003;642.32;1580.22;1408.82;554.21;2388.10;9065.89;47.34;522.00;2388.07;8141.92;393;38.87;23.3155;72
-0.0011;0.0000;643.02;1591.79;1408.74;554.26;2388.06;9061.65;47.37;521.38;2388.08;8144.63;392;38.96;23.3752;71
0.0016;0.0003;642.61;1590.02;1406.80;553.45;2388.04;9065.32;47.43;521.44;2388.08;8143.56;391;38.74;23.3101;70
0.0015;-0.0002;642.63;1586.00;1401.77;553.58;2388.07;9065.92;47.45;521.89;2388.00;8144.74;392;38.96;23.3571;69
-0.0027;0.0002;642.49;1584.61;1404.53;553.23;2388.03;9065.63;47.31;522.04;2388.07;8143.56;392;39.11;23.4013;68
-0.0002;0.0004;642.84;1577.14;1406.36;553.97;2388.11;9065.99;47.40;521.37;2388.05;8142.24;392;38.84;23.2933;67
0.0025;-0.0004;642.72;1594.25;1401.01;553.45;2388.10;9056.38;47.29;521.71;2388.07;8138.23;392;38.95;23.2721;66
0.0012;-0.0001;642.84;1591.47;1409.12;553.98;2388.10;9067.19;47.30;522.04;2388.01;8146.68;394;38.84;23.3519;65
-0.0012;0.0000;642.00;1586.13;1413.19;553.66;2388.08;9052.40;47.49;521.78;2388.10;8138.78;394;38.97;23.2967;64
-0.0004;0.0003;642.36;1588.31;1405.40;553.83;2388.12;9060.40;47.48;522.00;2388.03;8138.51;393;38.89;23.3512;63
-0.0015;0.0003;642.40;1596.31;1403.32;553.91;2388.11;9055.59;47.47;521.83;2388.11;8144.72;393;38.97;23.3813;62
0.0006;0.0003;642.24;1588.61;1405.03;553.21;2388.07;9061.67;47.47;521.38;2388.07;8138.01;394;38.90;23.3010;61
-0.0016;0.0003;642.62;1590.12;1403.86;552.96;2388.08;9058.94;47.49;521.34;2388.11;8137.70;393;38.82;23.3841;60
-0.0004;0.0001;642.95;1588.05;1402.62;553.01;2388.13;9069.31;47.45;521.51;2388.04;8138.10;392;38.80;23.2387;59
-0.0050;0.0002;642.04;1593.09;1402.91;553.28;2388.11;9062.74;47.41;521.94;2388.06;8139.57;392;38.94;23.4134;58
0.0021;0.0003;642.61;1596.86;1408.40;553.15;2388.08;9057.84;47.55;521.51;2388.12;8138.95;392;38.92;23.3850;57
0.0034;-0.0004;642.94;1594.11;1403.93;553.49;2388.11;9059.44;47.47;521.60;2388.14;8135.01;392;38.79;23.2728;56
0.0004;0.0003;642.58;1593.20;1406.97;553.33;2388.16;9062.68;47.63;522.23;2388.08;8136.91;394;38.92;23.3384;55
-0.0004;0.0003;642.97;1589.27;1399.15;553.66;2388.07;9062.54;47.61;521.66;2388.03;8144.87;393;38.72;23.3162;54
0.0006;-0.0002;642.55;1585.82;1403.16;553.13;2388.09;9060.93;47.48;521.99;2388.08;8137.70;392;38.86;23.4483;53
-0.0000;-0.0000;642.26;1591.32;1409.64;553.99;2388.13;9068.19;47.45;521.00;2388.06;8140.14;392;38.85;23.2966;52
-0.0002;0.0004;642.97;1592.25;1407.47;553.06;2388.10;9059.73;47.55;521.33;2388.05;8145.16;393;38.77;23.3446;51
0.0016;0.0000;642.20;1591.70;1406.53;553.12;2388.08;9064.65;47.54;521.37;2388.11;8140.95;392;38.91;23.2572;50
0.0040;-0.0002;643.07;1598.05;1410.35;553.76;2388.11;9055.52;47.52;521.21;2388.12;8143.74;394;38.82;23.2879;49
-0.0028;-0.0001;642.66;1590.34;1409.81;552.80;2388.18;9058.85;47.46;521.10;2388.16;8140.75;394;38.89;23.1994;48
-0.0008;0.0000;642.95;1588.97;1409.36;553.51;2388.05;9063.59;47.72;521.28;2388.07;8137.55;394;38.72;23.2554;47
-0.0012;-0.0002;642.90;1593.97;1405.44;553.05;2388.09;9060.88;47.66;521.31;2388.05;8137.13;394;38.75;23.2844;46
0.0006;0.0004;642.97;1592.70;1406.76;553.24;2388.07;9063.30;47.22;521.68;2388.10;8132.97;393;38.80;23.2367;45
-0.0005;-0.0000;642.78;1592.28;1406.72;552.61;2388.11;9061.25;47.66;521.14;2388.11;8142.47;394;38.86;23.3045;44
0.0014;-0.0002;642.97;1592.97;1406.05;553.34;2388.18;9054.68;47.56;521.47;2388.16;8138.00;392;38.86;23.3497;43
0.0009;0.0000;643.01;1594.98;1414.26;553.07;2388.11;9062.02;47.54;521.15;2388.10;8140.40;393;38.85;23.2629;42
0.0001;0.0000;642.82;1591.46;1404.18;553.11;2388.08;9056.90;47.70;521.00;2388.14;8140.38;393;38.73;23.2973;41
0.0017;0.0000;643.10;1580.73;1413.42;553.62;2388.11;9055.24;47.46;520.96;2388.08;8142.23;394;38.80;23.3416;40
0.0011;0.0001;642.89;1593.46;1407.23;554.31;2388.07;9055.48;47.51;521.39;2388.14;8142.40;393;38.83;23.2695;39
0.0035;0.0002;642.56;1589.94;1406.28;552.75;2388.17;9064.00;47.67;521.42;2388.13;8139.90;393;38.77;23.2308;38
0.0067;0.0000;643.03;1594.02;1407.36;554.21;2388.16;9054.37;47.75;521.02;2388.08;8138.12;393;38.87;23.2551;37
-0.0008;-0.0002;642.93;1590.20;1412.92;552.56;2388.09;9054.03;47.57;521.10;2388.19;8136.64;392;38.82;23.2024;36
-0.0060;0.0001;642.64;1597.48;1414.98;553.50;2388.13;9061.23;47.59;520.98;2388.15;8137.89;394;38.90;23.2226;35
-0.0052;-0.0003;643.65;1591.48;1410.08;552.72;2388.11;9062.87;47.71;521.22;2388.13;8139.90;394;38.58;23.1055;34
0.0029;-0.0002;643.14;1592.60;1413.93;552.92;2388.15;9054.79;47.61;521.34;2388.18;8131.54;395;38.87;23.3200;33
-0.0017;0.0003;642.45;1592.77;1418.25;553.07;2388.15;9061.48;47.66;521.29;2388.17;8133.15;393;38.89;23.2865;32
-0.0019;-0.0003;642.52;1590.26;1414.08;552.13;2388.16;9062.46;47.50;520.94;2388.19;8138.89;391;38.84;23.2628;31
0.0037;0.0004;642.54;1595.04;1420.26;553.10;2388.20;9058.28;47.67;521.45;2388.16;8135.54;396;38.84;23.2382;30
0.0026;-0.0004;642.86;1591.27;1415.42;552.66;2388.18;9058.91;47.72;520.72;2388.13;8138.23;394;38.66;23.2601;29
-0.0003;0.0003;642.56;1593.45;1418.44;552.95;2388.12;9056.77;47.70;521.01;2388.14;8136.40;393;38.78;23.2446;28
0.0013;0.0003;643.30;1587.71;1412.17;552.88;2388.16;9053.90;47.81;520.74;2388.19;8133.24;394;38.68;23.2462;27
-0.0046;-0.0002;643.62;1599.66;1415.73;552.36;2388.11;9048.54;47.60;521.18;2388.15;8131.42;393;38.83;23.3677;26
-0.0025;-0.0002;642.88;1598.20;1415.91;553.25;2388.22;9056.24;47.82;520.57;2388.14;8138.10;396;38.62;23.2796;25
-0.0037;-0.0004;643.25;1598.81;1414.52;552.40;2388.18;9058.42;47.61;520.87;2388.19;8131.52;394;38.67;23.1709;24
0.0018;0.0004;643.03;1586.51;1410.43;552.00;2388.18;9047.71;47.62;520.49;2388.19;8129.70;394;38.56;23.3030;23
0.0006;0.0004;643.20;1597.09;1421.48;552.64;2388.20;9062.46;47.82;520.94;2388.16;8129.47;394;38.67;23.1734;22
0.0007;0.0004;642.91;1597.88;1418.20;552.90;2388.18;9056.52;47.92;520.47;2388.20;8135.28;394;38.74;23.1972;21
-0.0011;-0.0005;643.00;1595.95;1422.93;552.04;2388.15;9055.14;47.85;520.38;2388.19;8135.48;394;38.58;23.1422;20
0.0009;-0.0004;643.26;1591.31;1419.94;552.54;2388.22;9060.34;47.74;520.41;2388.15;8136.59;394;38.52;23.1884;19
0.0025;0.0004;642.88;1590.88;1416.49;552.52;2388.17;9055.05;47.85;520.40;2388.15;8128.44;395;38.60;23.1416;18
0.0005;0.0002;642.89;1597.10;1420.47;552.91;2388.17;9051.98;47.83;520.48;2388.18;8128.11;395;38.75;23.1220;17
0.0009;0.0002;642.92;1591.41;1415.92;552.00;2388.17;9052.02;47.92;520.45;2388.14;8135.34;394;38.59;23.1388;16
-0.0017;-0.0005;643.12;1602.61;1415.18;552.50;2388.20;9048.98;47.76;520.19;2388.14;8129.19;394;38.61;23.1579;15
-0.0021;-0.0000;643.75;1598.02;1421.91;551.53;2388.27;9048.94;47.80;520.65;2388.21;8123.50;396;38.56;23.1208;14
-0.0031;-0.0001;643.34;1600.07;1422.57;551.21;2388.22;9050.30;47.95;520.60;2388.23;8123.74;394;38.46;23.0912;13
0.0037;0.0003;643.41;1592.99;1428.11;551.68;2388.21;9050.85;47.89;520.60;2388.23;8130.42;395;38.66;23.0909;12
0.0005;-0.0003;643.57;1604.23;1419.83;552.14;2388.22;9042.39;48.03;520.04;2388.24;8126.42;394;38.52;23.0979;11
-0.0008;-0.0004;643.62;1597.13;1423.84;551.19;2388.22;9046.21;48.04;520.05;2388.22;8125.26;395;38.58;23.0075;10
0.0043;0.0002;643.60;1599.96;1423.08;552.31;2388.25;9046.74;47.96;520.44;2388.23;8124.30;395;38.59;23.2295;9
0.0007;-0.0000;643.47;1597.18;1428.70;552.13;2388.28;9051.61;47.84;520.25;2388.26;8119.55;395;38.39;23.0780;8
0.0005;0.0002;643.67;1607.24;1416.80;551.62;2388.17;9039.95;48.06;520.41;2388.28;8122.45;395;38.60;23.1751;7
0.0043;0.0002;643.52;1598.52;1420.29;551.27;2388.25;9046.30;48.08;520.06;2388.25;8123.21;395;38.43;23.1141;6
-0.0001;0.0003;643.96;1606.93;1430.94;551.08;2388.29;9049.74;47.90;520.09;2388.24;8124.07;395;38.41;23.2016;5
0.0031;-0.0005;643.87;1598.38;1434.04;551.03;2388.29;9046.41;48.12;519.63;2388.22;8124.72;395;38.42;23.0698;4
-0.0032;-0.0005;643.84;1598.85;1427.08;551.19;2388.32;9045.04;48.28;519.56;2388.30;8116.55;395;38.42;23.0542;3
-0.0018;-0.0003;643.81;1605.52;1429.77;551.44;2388.30;9046.07;48.21;520.00;2388.30;8119.31;397;38.53;23.0049;2
-0.0020;0.0002;643.84;1604.35;1425.53;551.26;2388.33;9045.25;48.17;519.54;2388.29;8123.96;397;38.42;23.0444;1
-0.0006;0.0004;643.79;1601.33;1430.87;550.78;2388.30;9043.96;48.19;519.30;2388.28;8119.58;398;38.58;23.0309;0
-0.0021;-0.0004;642.85;1586.83;1403.72;553.81;2388.10;9044.91;47.51;521.04;2388.15;8126.14;392;38.98;23.4472;229
-0.0003;0.0005;642.01;1585.04;1408.44;552.88;2388.11;9050.68;47.37;521.78;2388.11;8128.11;394;38.80;23.2932;228
-0.0016;-0.0000;642.35;1584.13;1405.10;553.73;2388.13;9047.51;47.43;521.45;2388.06;8130.37;394;38.74;23.2510;227
-0.0004;0.0005;642.55;1592.42;1405.92;553.79;2388.13;9048.33;47.50;521.53;2388.11;8127.32;392;38.98;23.3807;226
0.0021;-0.0001;642.38;1588.13;1399.72;553.64;2388.07;9049.37;47.29;520.93;2388.05;8129.83;391;38.80;23.2970;225
0.0007;0.0004;642.74;1590.35;1413.87;554.36;2388.10;9047.58;47.45;521.91;2388.12;8127.98;394;38.96;23.3451;224
0.0040;0.0005;642.34;1589.76;1410.20;553.94;2388.10;9047.49;47.42;521.36;2388.17;8126.82;392;38.66;23.3720;223
-0.0023;0.0006;642.24;1590.04;1410.09;554.48;2388.10;9043.82;47.63;521.68;2388.13;8129.85;393;38.62;23.3443;222
0.0032;0.0005;642.87;1591.58;1403.90;553.32;2388.14;9044.23;47.46;521.67;2388.13;8129.60;394;38.78;23.3189;221
-0.0009;0.0000;642.33;1588.11;1405.93;553.31;2388.10;9042.43;47.53;521.59;2388.13;8130.18;392;38.94;23.3077;220
-0.0016;-0.0004;642.11;1590.85;1406.76;553.19;2388.15;9051.54;47.36;521.51;2388.08;8124.20;391;38.74;23.2851;219
-0.0018;0.0003;642.13;1588.56;1406.97;553.39;2388.11;9051.03;47.57;521.26;2388.15;8128.70;392;38.62;23.2574;218
-0.0007;0.0003;642.63;1583.09;1401.16;553.90;2388.12;9049.44;47.51;521.53;2388.10;8129.54;393;38.91;23.3313;217
0.0003;0.0005;643.03;1583.85;1407.83;553.56;2388.12;9040.61;47.51;521.06;2388.08;8130.37;393;38.79;23.4092;216
0.0023;-0.0004;642.82;1591.45;1407.76;554.06;2388.11;9042.43;47.25;521.71;2388.11;8124.11;392;38.83;23.3627;215
0.0020;0.0004;643.11;1598.66;1401.54;553.53;2388.07;9045.33;47.44;521.43;2388.08;8132.94;392;39.07;23.3018;214
0.0029;0.0005;642.85;1581.71;1411.93;553.51;2388.11;9042.96;47.46;521.46;2388.10;8131.97;392;38.98;23.3514;213
-0.0023;0.0003;642.46;1584.37;1406.80;553.97;2388.12;9052.20;47.34;521.29;2388.12;8124.93;392;38.85;23.3673;212
0.0029;-0.0003;642.43;1592.25;1402.92;553.73;2388.09;9049.82;47.47;521.17;2388.07;8127.22;393;38.90;23.3796;211
-0.0020;0.0004;642.11;1586.74;1409.28;553.24;2388.14;9046.88;47.49;522.03;2388.12;8126.13;393;38.73;23.3354;210
0.0027;-0.0002;642.83;1584.95;1402.98;553.15;2388.11;9040.95;47.43;521.55;2388.09;8127.03;394;38.86;23.4104;209
0.0012;0.0004;642.52;1582.69;1411.48;553.17;2388.06;9052.02;47.32;521.24;2388.13;8131.19;393;39.00;23.3353;208
0.0027;-0.0003;642.57;1575.77;1405.23;553.09;2388.12;9044.19;47.49;521.38;2388.08;8131.97;392;38.99;23.3806;207
-0.0012;0.0000;642.12;1589.55;1408.37;553.21;2388.11;9045.53;47.28;521.38;2388.06;8123.64;393;38.84;23.3507;206
-0.0006;0.0003;642.69;1588.03;1396.61;553.82;2388.14;9043.15;47.36;522.05;2388.07;8125.22;395;38.78;23.2456;205
0.0046;0.0005;642.43;1586.86;1404.38;553.95;2388.06;9047.92;47.49;521.23;2388.13;8126.99;393;39.11;23.3263;204
-0.0035;-0.0004;641.70;1593.58;1407.33;553.94;2388.04;9050.86;47.47;521.55;2388.11;8125.51;392;39.05;23.3549;203
0.0015;0.0003;642.40;1592.49;1412.61;553.64;2388.10;9050.78;47.49;521.30;2388.13;8129.09;392;38.97;23.3029;202
0.0010;-0.0002;642.20;1583.91;1413.50;553.41;2388.09;9046.42;47.57;521.98;2388.10;8127.85;393;38.67;23.2909;201
-0.0031;-0.0000;641.61;1589.98;1405.03;552.61;2388.15;9043.80;47.33;522.30;2388.14;8128.57;394;38.97;23.2102;200
-0.0005;0.0003;642.66;1593.21;1402.68;552.93;2388.13;9050.58;47.32;521.87;2388.12;8129.12;393;39.00;23.2772;199
-0.0006;0.0001;642.54;1585.93;1410.09;553.52;2388.08;9043.70;47.67;521.86;2388.15;8125.70;395;38.86;23.3358;198
-0.0044;-0.0002;642.54;1590.19;1402.06;553.37;2388.15;9036.28;47.50;521.37;2388.14;8128.83;393;38.74;23.2652;197
0.0013;0.0005;642.00;1588.66;1403.40;553.51;2388.11;9046.15;47.54;521.50;2388.16;8120.11;394;38.81;23.3420;196
-0.0033;0.0000;642.39;1585.77;1407.98;553.77;2388.13;9042.31;47.34;521.83;2388.11;8129.30;391;39.07;23.3539;195
-0.0011;-0.0002;642.11;1592.19;1410.44;553.71;2388.13;9047.52;47.44;521.77;2388.09;8125.29;393;38.76;23.2998;194
-0.0006;-0.0004;642.79;1582.14;1403.02;553.12;2388.06;9045.20;47.62;521.65;2388.10;8130.36;391;38.73;23.3496;193
0.0040;-0.0001;642.72;1583.82;1403.63;553.62;2388.09;9043.19;47.31;521.21;2388.13;8129.22;393;38.88;23.2142;192
-0.0008;0.0004;642.79;1581.71;1404.19;554.00;2388.14;9047.81;47.60;521.21;2388.09;8125.25;391;38.88;23.2764;191
-0.0015;0.0003;642.58;1594.83;1409.69;552.99;2388.10;9044.35;47.65;521.72;2388.13;8126.34;394;39.01;23.2179;190
-0.0025;0.0000;642.78;1589.15;1409.06;554.41;2388.09;9053.35;47.43;521.97;2388.08;8127.24;391;38.99;23.2518;189
0.0002;-0.0000;642.47;1584.89;1405.45;553.90;2388.08;9047.87;47.55;521.25;2388.11;8125.25;392;38.99;23.3164;188
-0.0003;0.0003;642.46;1588.32;1406.67;553.56;2388.05;9050.92;47.52;521.79;2388.12;8125.34;392;38.75;23.2465;187
0.0018;0.0001;642.97;1587.86;1403.71;553.52;2388.13;9042.21;47.66;521.29;2388.06;8131.27;394;38.95;23.3557;186
0.0033;0.0003;642.81;1584.99;1408.14;553.23;2388.12;9045.09;47.48;521.72;2388.13;8126.84;394;38.83;23.3319;185
-0.0022;-0.0003;642.40;1585.80;1407.41;553.74;2388.07;9043.88;47.54;521.77;2388.08;8129.62;392;38.61;23.2421;184
-0.0016;0.0001;642.61;1594.45;1409.17;553.28;2388.09;9045.78;47.70;521.86;2388.20;8120.86;393;38.86;23.3355;183
0.0009;-0.0003;642.77;1588.26;1407.09;553.37;2388.10;9046.34;47.31;521.02;2388.14;8129.67;393;38.87;23.4121;182
-0.0001;-0.0002;643.41;1582.22;1403.50;552.94;2388.09;9048.43;47.40;521.10;2388.08;8129.34;390;39.05;23.3296;181
0.0041;-0.0004;642.17;1587.44;1411.53;553.51;2388.07;9045.45;47.54;521.69;2388.12;8130.63;393;38.74;23.4000;180
